date,gold_close,mm_long,mm_short,mm_net,mm_long_percentile_156w,mm_short_percentile_156w,mm_net_percentile_156w,gold_return_1w,gold_return_2w,gold_return_4w,gold_return_8w,mm_long_velocity_2w,mm_long_velocity_4w,mm_long_velocity_8w,mm_long_velocity_12w,mm_long_velocity_26w,mm_short_velocity_2w,mm_short_velocity_4w,mm_short_velocity_8w,mm_short_velocity_12w,mm_short_velocity_26w,mm_net_velocity_2w,mm_net_velocity_4w,mm_net_velocity_8w,mm_net_velocity_12w,mm_net_velocity_26w
2018-07-24,1223.9000244140625,110249,146671,-36422,0.1858974358974359,1.0,0.0064102564102564,-0.0014684888875875,-0.0238475221324235,-0.0260225623167208,-0.0575960033649937,0.032051282051282104,0.1025641025641026,0.05769230769230771,-0.012820512820512803,-0.6666666666666666,0.038461538461538436,0.1282051282051282,0.4358974358974359,0.20512820512820518,0.8397435897435899,-0.0769230769230769,-0.0833333333333333,-0.2692307692307692,-0.1987179487179487,-0.8461538461538461
2018-07-31,1223.699951171875,110580,153108,-42528,0.1858974358974359,1.0,0.0064102564102564,-0.0001634718834843,-0.0016317207144275,-0.0222914868634453,-0.0568786503492292,0.0192307692307693,0.06410256410256421,0.1025641025641026,0.051282051282051294,-0.6538461538461539,0.0,0.06410256410256399,0.47435897435897434,0.3205128205128205,0.8846153846153847,-0.012820512820512801,-0.0769230769230769,-0.2564102564102564,-0.2243589743589743,-0.8397435897435898
2018-08-07,1209.5999755859375,105849,171965,-66116,0.1346153846153846,1.0,0.0064102564102564,-0.011522412477368,-0.0116840007703824,-0.035252888435839,-0.0660180693473625,-0.051282051282051294,-0.01923076923076919,0.019230769230769315,0.05128205128205131,-0.6217948717948718,0.0,0.038461538461538436,0.47435897435897434,0.16666666666666663,0.8782051282051283,0.0,-0.0769230769230769,-0.2692307692307692,-0.1346153846153846,-0.7948717948717949
2018-08-14,1193.0,104803,188127,-83324,0.1346153846153846,1.0,0.0064102564102564,-0.0137235250669515,-0.0250878094278546,-0.026678593843959,-0.0647538234296342,-0.051282051282051294,-0.03205128205128199,0.05769230769230771,0.07692307692307701,-0.5,0.0,0.0,0.17307692307692313,0.25,0.9615384615384616,0.0,-0.012820512820512801,-0.1153846153846153,-0.12179487179487179,-0.717948717948718
2018-08-21,1192.5999755859375,107143,197171,-90028,0.1474358974358974,1.0,0.0064102564102564,-0.0003353096513516,-0.0140542330878975,-0.0255740241880538,-0.0509310848666518,0.012820512820512803,-0.03846153846153849,0.06410256410256411,0.019230769230769218,-0.5128205128205128,0.0,0.0,0.1282051282051282,0.4358974358974359,0.967948717948718,0.0,0.0,-0.0833333333333333,-0.2692307692307692,-0.7628205128205129
2018-08-28,1207.4000244140625,105971,181743,-75772,0.1474358974358974,0.9871794871794872,0.0192307692307692,0.0124099020049481,0.0120704311936818,-0.0133201989116717,-0.0353147587360592,0.012820512820512803,-0.03846153846153849,0.025641025641025716,0.06410256410256411,-0.44871794871794873,-0.012820512820512775,-0.012820512820512775,0.05128205128205121,0.46153846153846156,0.7948717948717949,0.012820512820512801,0.012820512820512801,-0.0641025641025641,-0.24358974358974358,-0.6282051282051283
2018-09-04,1192.699951171875,101651,184373,-82722,0.1089743589743589,0.9871794871794872,0.0192307692307692,-0.0121749817334327,8.382994129130239e-05,-0.0139715813121408,-0.0487319311507107,-0.038461538461538505,-0.025641025641025703,-0.04487179487179489,-0.0064102564102563875,-0.46794871794871795,-0.012820512820512775,-0.012820512820512775,0.02564102564102566,0.46153846153846156,0.8846153846153847,0.012820512820512801,0.012820512820512801,-0.0641025641025641,-0.2564102564102564,-0.6282051282051283
2018-09-11,1195.4000244140625,100593,175812,-75219,0.1089743589743589,0.9743589743589745,0.032051282051282,0.0022638327766633,-0.0099387110794729,0.0020117555859702,-0.0247205090681803,-0.038461538461538505,-0.025641025641025703,-0.057692307692307696,0.03205128205128201,-0.41666666666666674,-0.012820512820512775,-0.02564102564102555,-0.02564102564102555,0.14743589743589758,0.7948717948717949,0.0128205128205128,0.0256410256410256,0.0128205128205128,-0.0897435897435897,-0.5512820512820513
2018-09-18,1196.800048828125,97904,180367,-82463,0.0961538461538461,0.9743589743589745,0.0256410256410256,0.0011711764977992,0.0034376606222055,0.0035217787423851,-0.0221423115004115,-0.012820512820512803,-0.05128205128205131,-0.0897435897435898,0.012820512820512803,-0.35897435897435903,-0.012820512820512775,-0.02564102564102555,-0.02564102564102555,0.10256410256410264,0.5833333333333335,0.006410256410256398,0.019230769230769197,0.019230769230769197,-0.0641025641025641,-0.4743589743589744
2018-09-25,1200.0,98513,182190,-83677,0.1025641025641025,0.9807692307692308,0.0128205128205128,0.0026737558834564,0.0038480638213072,-0.0061288920527011,-0.0193674529031228,-0.006410256410256401,-0.04487179487179491,-0.0833333333333334,-0.01923076923076919,-0.5128205128205129,0.0064102564102563875,-0.0064102564102563875,-0.019230769230769162,0.04487179487179482,0.8782051282051283,-0.0192307692307692,-0.006410256410256401,0.0064102564102564,-0.0705128205128205,-0.6666666666666667
2018-10-02,1202.4000244140625,100671,180274,-79603,0.1282051282051282,0.9615384615384616,0.0384615384615384,0.002000020345052,0.004679123794673,0.0081328696564939,-0.0059523407053536,0.03205128205128209,0.019230769230769287,-0.006410256410256415,-0.025641025641025605,-0.3461538461538461,-0.012820512820512886,-0.02564102564102566,-0.038461538461538436,0.0,0.7243589743589745,0.012820512820512803,0.0192307692307692,0.032051282051282,-0.0448717948717949,-0.49358974358974367
2018-10-09,1187.199951171875,82218,191672,-109454,0.0192307692307692,0.9935897435897436,0.0064102564102564,-0.012641444555521,-0.0106667073567708,-0.0068596897061357,-0.0048617341392498,-0.0833333333333333,-0.0897435897435897,-0.1153846153846154,-0.1474358974358974,-0.4487179487179487,0.012820512820512775,0.019230769230769162,-0.0064102564102563875,-0.0064102564102563875,0.7692307692307693,-0.0064102564102564,-0.0256410256410256,0.0,-0.012820512820512801,-0.5192307692307693
2018-10-16,1227.300048828125,95333,144715,-49382,0.0961538461538461,0.9230769230769232,0.0705128205128205,0.0337770378247299,0.0207086027182978,0.0254846246287046,0.0290961545803645,-0.03205128205128209,0.0,-0.05128205128205131,-0.0897435897435898,-0.3846153846153847,-0.038461538461538325,-0.05128205128205121,-0.07692307692307676,-0.07692307692307676,0.7500000000000002,0.0320512820512821,0.0448717948717949,0.0641025641025641,0.0641025641025641,-0.48076923076923084
2018-10-23,1233.4000244140625,99368,137484,-38116,0.1217948717948717,0.9166666666666666,0.0833333333333333,0.0049702398299111,0.0389151576333741,0.0278333536783854,0.0215338740055248,0.10256410256410249,0.01923076923076919,-0.025641025641025716,-0.06410256410256421,-0.2820512820512821,-0.07692307692307698,-0.06410256410256421,-0.0705128205128206,-0.08333333333333337,0.44871794871794873,0.0769230769230769,0.0705128205128205,0.0641025641025641,0.0769230769230769,-0.3461538461538461
2018-10-30,1222.5999755859375,80105,135628,-55523,0.0192307692307692,0.9102564102564102,0.0705128205128205,-0.0087563228590461,-0.0038296040537726,0.0167996929156073,0.0250691922848529,-0.0769230769230769,-0.10897435897435899,-0.0897435897435897,-0.1153846153846154,-0.17948717948717952,-0.012820512820512997,-0.05128205128205132,-0.07692307692307698,-0.08974358974358976,0.11538461538461542,0.0,0.0320512820512821,0.051282051282051294,0.0641025641025641,-0.13461538461538458
2018-11-06,1223.800048828125,82188,129634,-47446,0.0256410256410256,0.8974358974358975,0.0833333333333333,0.0009815747310255,-0.0077833431132758,0.0308289244959303,0.0237577579337786,-0.09615384615384609,0.006410256410256398,-0.08333333333333331,-0.108974358974359,-0.108974358974359,-0.019230769230769162,-0.09615384615384615,-0.07692307692307698,-0.10256410256410253,0.21794871794871795,0.0,0.0769230769230769,0.0512820512820513,0.0769230769230769,-0.1474358974358974
2018-11-13,1199.199951171875,79529,158723,-79194,0.0064102564102564,0.935897435897436,0.0512820512820512,-0.0201014027412455,-0.0191395590392089,-0.0228958661600976,0.0020052659139677,-0.012820512820512801,-0.0897435897435897,-0.0897435897435897,-0.14102564102564102,-0.0769230769230769,0.025641025641025772,0.012820512820512775,-0.038461538461538436,-0.06410256410256399,0.10256410256410264,-0.0192307692307693,-0.0192307692307693,0.0256410256410256,0.044871794871794796,-0.0897435897435898
2018-11-20,1219.0,84356,136207,-51851,0.0641025641025641,0.903846153846154,0.0833333333333333,0.0165110487277588,-0.0039222492536434,-0.0116750641552024,0.0158333333333333,0.0384615384615385,-0.0576923076923076,-0.03846153846153841,-0.08333333333333331,0.0064102564102564985,0.0064102564102564985,-0.012820512820512664,-0.07692307692307687,-0.08333333333333326,0.15384615384615397,0.0,0.0,0.0705128205128205,0.0641025641025641,-0.04487179487179489
2018-11-27,1211.199951171875,79992,138382,-58390,0.0256410256410256,0.9102564102564102,0.0769230769230769,-0.0063987275046144,0.0100066715215201,-0.0093244107980609,0.00731863487952,0.019230769230769197,0.006410256410256398,-0.10256410256410259,-0.08333333333333331,-0.10256410256410259,-0.025641025641025772,0.0,-0.05128205128205132,-0.07692307692307698,0.34615384615384615,0.025641025641025703,0.006410256410256401,0.0384615384615385,0.057692307692307696,-0.1987179487179487
2018-12-04,1241.0999755859375,99414,109201,-9787,0.1346153846153846,0.8525641025641025,0.1602564102564102,0.0246862827109044,0.0181295944101209,0.0141362363683334,0.0454009658279199,0.07051282051282051,0.108974358974359,0.1153846153846154,0.025641025641025703,0.05128205128205131,-0.05128205128205143,-0.044871794871794934,-0.14102564102564108,-0.12179487179487192,0.32692307692307687,0.07692307692307689,0.07692307692307689,0.1538461538461538,0.1282051282051282,-0.10256410256410259
2018-12-11,1241.9000244140625,89942,90008,-66,0.0769230769230769,0.7948717948717948,0.173076923076923,0.0006446288323769,0.0253468250328809,0.0356071339066186,0.0118960115742503,0.0512820512820513,0.0705128205128205,-0.019230769230769204,-0.019230769230769204,-0.038461538461538394,-0.11538461538461542,-0.1410256410256412,-0.12820512820512842,-0.17948717948717963,0.26923076923076916,0.09615384615384609,0.12179487179487179,0.10256410256410249,0.14743589743589738,-0.10256410256410262
2018-12-18,1249.199951171875,100828,89630,11198,0.1602564102564102,0.7948717948717948,0.1987179487179487,0.0058780309318833,0.0065264489124765,0.024774365194319,0.0128100587360684,0.025641025641025578,0.09615384615384609,0.03846153846153849,0.05769230769230768,0.08333333333333329,-0.05769230769230771,-0.10897435897435914,-0.1217948717948718,-0.18589743589743601,-0.03205128205128205,0.03846153846153852,0.1153846153846154,0.1153846153846154,0.1858974358974359,0.07692307692307701
2018-12-24,1267.5,119146,77178,41968,0.2628205128205128,0.7243589743589743,0.2628205128205128,0.0146494152605094,0.0206135559084281,0.0464828691362255,0.036725032971266,0.18589743589743588,0.23717948717948717,0.24358974358974358,0.13461538461538458,0.17948717948717946,-0.07051282051282048,-0.1858974358974359,-0.1858974358974359,-0.23717948717948723,-0.14743589743589747,0.08974358974358979,0.18589743589743588,0.1923076923076923,0.22435897435897437,0.17307692307692307
2018-12-31,1278.300048828125,121205,71021,50184,0.2756410256410256,0.6730769230769231,0.2756410256410256,0.008520748582347,0.0232949878271697,0.0299734702876171,0.0445334187167156,0.11538461538461542,0.141025641025641,0.25,0.2564102564102564,0.1538461538461539,-0.1217948717948717,-0.1794871794871794,-0.22435897435897434,-0.3205128205128205,-0.2628205128205129,0.0769230769230769,0.11538461538461542,0.1923076923076923,0.2692307692307692,0.1923076923076923
2019-01-08,1283.199951171875,112690,80219,32471,0.2371794871794871,0.7628205128205128,0.2243589743589743,0.0038331394481616,0.0123865492480275,0.0332554359818924,0.0700467006506413,-0.02564102564102569,0.1602564102564102,0.2307692307692307,0.14102564102564097,0.08333333333333329,0.038461538461538436,-0.03205128205128205,-0.17307692307692324,-0.16025641025641046,-0.1987179487179488,-0.038461538461538464,0.05128205128205132,0.17307692307692313,0.1538461538461538,0.14102564102564102
2019-01-15,1286.199951171875,115651,90716,24935,0.2371794871794871,0.8205128205128205,0.2051282051282051,0.0023379053258694,0.0061800062911616,0.0296189572896559,0.0551271133485438,-0.03846153846153852,0.0769230769230769,0.173076923076923,0.11538461538461539,0.07051282051282048,0.14743589743589736,0.02564102564102566,-0.08333333333333348,-0.09615384615384615,-0.17948717948717952,-0.07051282051282051,0.0064102564102563875,0.12179487179487179,0.12179487179487179,0.1858974358974359
2019-01-22,1282.5,105295,89085,16210,0.1666666666666666,0.8012820512820513,0.1794871794871795,-0.0028766531739515,-0.0005454731908584,0.0118343195266272,0.0588672817887252,-0.07051282051282048,-0.09615384615384617,0.141025641025641,0.1474358974358974,-0.0192307692307693,0.03846153846153855,0.07692307692307698,-0.10897435897435892,-0.10897435897435892,-0.19871794871794868,-0.04487179487179482,-0.08333333333333329,0.10256410256410259,0.10897435897435899,0.1730769230769231
2019-01-29,1308.199951171875,126404,94007,32397,0.2948717948717949,0.8269230769230769,0.2179487179487179,0.0200389482821636,0.0171046500040334,0.0233903631398282,0.0540649237820336,0.05769230769230779,0.019230769230769273,0.16025641025641027,0.2692307692307693,0.10897435897435898,0.0064102564102563875,0.15384615384615374,-0.02564102564102566,-0.0705128205128206,-0.17307692307692313,0.012820512820512803,-0.05769230769230771,0.05769230769230771,0.13461538461538458,0.2115384615384615
2019-02-05,1314.199951171875,134954,90079,44875,0.3461538461538461,0.8076923076923077,0.2692307692307692,0.0045864548417275,0.0247173108552631,0.0241583550339832,0.058217187645136,0.1794871794871795,0.108974358974359,0.26923076923076916,0.3397435897435897,0.21153846153846148,0.0064102564102563875,0.044871794871794934,0.012820512820512886,-0.1282051282051283,-0.1923076923076923,0.08974358974358973,0.04487179487179491,0.09615384615384623,0.217948717948718,0.26282051282051283
2019-02-12,1309.199951171875,132365,89746,42619,0.3333333333333333,0.7948717948717948,0.2628205128205128,-0.0038045960932668,0.0007644091402878,0.017882134095126,0.0480307415507934,0.038461538461538436,0.09615384615384623,0.17307692307692313,0.2692307692307692,0.1987179487179487,-0.03205128205128205,-0.02564102564102566,0.0,-0.10897435897435914,-0.20512820512820518,0.04487179487179488,0.05769230769230768,0.06410256410256407,0.17948717948717946,0.2564102564102564
2019-02-19,1340.0999755859375,166411,84034,82377,0.5384615384615384,0.7628205128205128,0.4166666666666667,0.0236022193450309,0.0197078263402517,0.0449122616654482,0.057278087247288,0.19230769230769235,0.3717948717948718,0.27564102564102566,0.5128205128205129,0.391025641025641,-0.044871794871794934,-0.03846153846153855,0.038461538461538436,-0.14743589743589747,-0.23717948717948723,0.14743589743589747,0.2371794871794872,0.1538461538461539,0.33974358974358976,0.4102564102564103
2019-02-26,1325.0999755859375,154217,75658,78559,0.4615384615384615,0.7051282051282052,0.4038461538461538,-0.0111931947416397,0.0121448403659274,0.0129185331331984,0.0366110654542461,0.1282051282051282,0.16666666666666663,0.1858974358974359,0.32692307692307687,0.3141025641025641,-0.08974358974358965,-0.1217948717948717,0.03205128205128205,-0.14743589743589736,-0.28205128205128205,0.14102564102564102,0.1858974358974359,0.1282051282051282,0.2435897435897436,0.3846153846153846
2019-03-05,1282.0,125903,94656,31247,0.2756410256410256,0.8269230769230769,0.2179487179487179,-0.0325258292808279,-0.0433549560811939,-0.0245015616863797,-0.0009351240785032,-0.26282051282051283,-0.07051282051282048,0.03846153846153852,0.1987179487179487,0.16666666666666669,0.0641025641025641,0.019230769230769162,0.0641025641025641,0.03205128205128205,-0.16025641025641035,-0.1987179487179488,-0.05128205128205132,-0.006410256410256415,0.04487179487179491,0.1987179487179487
2019-03-12,1296.300048828125,123293,105886,17407,0.2692307692307692,0.8589743589743589,0.1923076923076923,0.0111544842653081,-0.0217341538664489,-0.0098532713297179,0.0078526652462143,-0.1923076923076923,-0.0641025641025641,0.03205128205128213,0.10897435897435903,0.1602564102564103,0.15384615384615374,0.0641025641025641,0.038461538461538436,0.0641025641025641,-0.11538461538461553,-0.2115384615384615,-0.07051282051282048,-0.012820512820512803,-0.006410256410256415,0.1602564102564103
2019-03-19,1305.0,123909,93434,30475,0.282051282051282,0.8076923076923077,0.2243589743589743,0.0067113714758708,0.0179407176287051,-0.0261920574773465,0.0175438596491228,0.0064102564102563875,-0.25641025641025644,0.11538461538461539,0.019230769230769218,0.1858974358974359,-0.019230769230769162,0.044871794871794934,0.0064102564102563875,0.08333333333333337,-0.16666666666666674,0.006410256410256415,-0.19230769230769237,0.04487179487179482,-0.038461538461538464,0.1987179487179487
2019-03-26,1314.300048828125,135373,77386,57987,0.3653846153846153,0.6923076923076923,0.3525641025641026,0.0071264741977969,0.0138856740893222,-0.0081502731543232,0.0046629704050864,0.09615384615384609,-0.0961538461538462,0.07051282051282043,0.0897435897435897,0.2628205128205128,-0.16666666666666663,-0.012820512820512886,-0.13461538461538458,0.019230769230769162,-0.28846153846153855,0.1602564102564103,-0.05128205128205121,0.1346153846153847,0.07692307692307698,0.3397435897435898
2019-04-02,1290.0,110816,86198,24618,0.2179487179487179,0.75,0.2115384615384615,-0.0184889659326968,-0.0114942528735632,0.0062402496099844,-0.0184142079371528,-0.0641025641025641,-0.05769230769230771,-0.1282051282051282,-0.01923076923076919,0.0897435897435897,-0.05769230769230771,-0.07692307692307687,-0.05769230769230771,-0.012820512820512775,-0.21153846153846156,-0.012820512820512803,-0.0064102564102563875,-0.05769230769230771,-0.012820512820512803,0.1730769230769231
2019-04-09,1303.5,117917,80880,37037,0.2435897435897435,0.7115384615384616,0.2692307692307692,0.0104651162790698,-0.0082173388319924,0.0055542319684271,-0.0043537667159038,-0.1217948717948718,-0.025641025641025716,-0.08974358974358981,0.006410256410256415,0.2243589743589743,0.019230769230769273,-0.14743589743589736,-0.08333333333333326,-0.10897435897435892,-0.28205128205128205,-0.08333333333333337,0.07692307692307693,0.006410256410256443,0.06410256410256412,0.26282051282051283
2019-04-16,1272.5999755859375,96196,111583,-15387,0.0705128205128205,0.8717948717948718,0.1346153846153846,-0.0237054272451572,-0.013488391018653,-0.0248276049149904,-0.0503693763373785,-0.1474358974358974,-0.2115384615384615,-0.46794871794871795,-0.0961538461538461,-0.025641025641025605,0.1217948717948718,0.0641025641025641,0.10897435897435903,0.07051282051282048,-0.05128205128205143,-0.0769230769230769,-0.0897435897435897,-0.28205128205128205,-0.04487179487179488,0.06410256410256411
2019-04-23,1269.300048828125,88989,122818,-33829,0.0384615384615384,0.8717948717948718,0.1282051282051282,-0.0025930589510605,-0.026237016625911,-0.0342387570023478,-0.0421099749346374,-0.2051282051282051,-0.3269230769230769,-0.42307692307692313,-0.2564102564102565,-0.08333333333333329,0.16025641025641024,0.17948717948717952,0.16666666666666663,0.044871794871794934,-0.04487179487179482,-0.14102564102564102,-0.2243589743589744,-0.2756410256410256,-0.0897435897435897,0.04487179487179489
2019-04-30,1282.800048828125,95159,95083,76,0.0705128205128205,0.8141025641025641,0.1794871794871795,0.0106357830935748,0.0080151449299621,-0.0055813574975774,0.0006240630484595,0.0,-0.1474358974358974,-0.20512820512820512,-0.2756410256410256,0.051282051282051294,-0.05769230769230771,0.0641025641025641,-0.012820512820512775,0.0064102564102563875,-0.09615384615384615,0.04487179487179488,-0.03205128205128202,-0.03846153846153841,-0.08974358974358973,0.10897435897435899
2019-05-07,1283.5,102975,93428,9547,0.1474358974358974,0.782051282051282,0.1858974358974359,0.0005456432376302,0.0111872296743271,-0.015343306482547,-0.0098742947974864,0.108974358974359,-0.09615384615384609,-0.1217948717948718,-0.1858974358974359,0.1217948717948718,-0.08974358974358976,0.07051282051282048,-0.07692307692307687,-0.012820512820512775,-0.11538461538461542,0.05769230769230771,-0.08333333333333331,-0.0064102564102563875,-0.07692307692307687,0.1025641025641026
2019-05-14,1294.699951171875,138467,85921,52546,0.4358974358974359,0.717948717948718,0.358974358974359,0.0087261014194586,0.0092765059953192,0.0173660034652776,-0.0078927577227011,0.3653846153846154,0.3653846153846154,0.1538461538461539,-0.10256410256410253,0.4294871794871795,-0.09615384615384615,-0.15384615384615385,-0.08974358974358976,-0.04487179487179482,-0.21794871794871806,0.1794871794871795,0.22435897435897437,0.13461538461538466,-0.05769230769230771,0.30769230769230776
2019-05-21,1272.0,114986,99049,15937,0.2564102564102564,0.8269230769230769,0.2051282051282051,-0.0175329821796382,-0.0089598753408648,0.0021271181501707,-0.032184468733636,0.10897435897435898,0.21794871794871798,-0.10897435897435892,-0.20512820512820512,0.1923076923076923,0.04487179487179482,-0.044871794871794934,0.13461538461538458,0.1217948717948717,-0.0769230769230771,0.01923076923076919,0.0769230769230769,-0.1474358974358975,-0.1987179487179487,0.12179487179487179
2019-05-28,1276.5,119314,93040,26274,0.2948717948717949,0.7692307692307693,0.2564102564102564,0.0035377358490567,-0.0140572733901793,-0.0049111697757419,-0.0104651162790697,-0.14102564102564102,0.2243589743589744,0.07692307692307698,0.019230769230769273,0.2692307692307693,0.05128205128205132,-0.04487179487179482,0.019230769230769273,-0.0576923076923076,-0.14102564102564097,-0.10256410256410259,0.0769230769230769,0.04487179487179488,0.03846153846153849,0.1794871794871795
2019-06-04,1323.4000244140625,159663,63481,96182,0.5641025641025641,0.5192307692307693,0.532051282051282,0.0367411080407853,0.0404088242248918,0.0310868908563011,0.0152666086797563,0.3076923076923077,0.4166666666666667,0.3205128205128206,0.2948717948717949,0.4294871794871795,-0.3076923076923076,-0.2628205128205128,-0.1923076923076923,-0.33974358974358965,-0.33333333333333326,0.326923076923077,0.34615384615384615,0.26282051282051283,0.33974358974358976,0.37179487179487186
2019-06-11,1326.4000244140625,169640,40480,129160,0.6346153846153846,0.3525641025641026,0.6217948717948718,0.0022668882761494,0.0390912843040049,0.0244844940431909,0.0422756953168681,0.3397435897435897,0.19871794871794868,0.5641025641025641,0.3525641025641026,0.5576923076923077,-0.4166666666666667,-0.36538461538461536,-0.5192307692307692,-0.4551282051282051,-0.44230769230769224,0.3653846153846154,0.26282051282051283,0.4871794871794872,0.39743589743589747,0.4487179487179488
2019-06-18,1346.5999755859375,191766,41250,150516,0.7307692307692307,0.3525641025641026,0.7115384615384616,0.0152291547045155,0.0175305657729203,0.058647779548693,0.0608996484552091,0.16666666666666663,0.47435897435897434,0.6923076923076923,0.3653846153846154,0.5705128205128205,-0.16666666666666669,-0.4743589743589743,-0.5192307692307692,-0.3397435897435897,-0.44230769230769224,0.17948717948717952,0.5064102564102565,0.5833333333333334,0.358974358974359,0.5128205128205129
2019-06-25,1414.9000244140625,204918,27177,177741,0.8012820512820513,0.2115384615384615,0.8269230769230769,0.0507203698696088,0.066721952933539,0.1084214840689874,0.1029778379776447,0.16666666666666674,0.5064102564102564,0.7307692307692308,0.5833333333333335,0.5384615384615385,-0.14102564102564108,-0.5576923076923077,-0.6025641025641026,-0.5384615384615385,-0.5128205128205128,0.20512820512820507,0.5705128205128205,0.6474358974358974,0.6153846153846154,0.5641025641025641
2019-07-02,1404.5999755859375,214186,20099,194087,0.8397435897435898,0.0961538461538461,0.8525641025641025,-0.0072797007918565,0.0430714399610492,0.0613570724451411,0.0943513639158064,0.10897435897435903,0.27564102564102566,0.6923076923076923,0.5961538461538463,0.5641025641025641,-0.2564102564102565,-0.4230769230769232,-0.6858974358974359,-0.6153846153846154,-0.576923076923077,0.14102564102564097,0.3205128205128205,0.6666666666666666,0.5833333333333333,0.5769230769230769
2019-07-09,1397.5,208301,25690,182611,0.8205128205128205,0.173076923076923,0.8397435897435898,-0.0050548025838998,-0.0122977059253838,0.0536037200522112,0.0794006740597135,0.019230769230769162,0.1858974358974359,0.3846153846153846,0.75,0.5833333333333334,-0.03846153846153852,-0.1794871794871796,-0.5448717948717949,-0.6987179487179488,-0.5897435897435898,0.012820512820512886,0.21794871794871795,0.4807692307692308,0.7051282051282052,0.6153846153846154
2019-07-16,1409.199951171875,211322,31263,180059,0.8397435897435898,0.2564102564102564,0.8397435897435898,0.0083720580836315,0.0032749363988979,0.0464874325864284,0.107861596833235,0.0,0.10897435897435903,0.5833333333333334,0.8012820512820513,0.6025641025641026,0.1602564102564103,-0.0961538461538462,-0.5705128205128205,-0.6153846153846154,-0.5641025641025641,-0.012820512820512775,0.1282051282051282,0.6346153846153847,0.7115384615384616,0.6346153846153847
2019-07-23,1420.0999755859375,208153,29980,178173,0.8205128205128205,0.25,0.8333333333333334,0.0077349026339363,0.0161717177716904,0.0036751368168421,0.1124950846736683,0.0,0.019230769230769162,0.5256410256410255,0.75,0.6538461538461539,0.07692307692307701,0.03846153846153849,-0.5192307692307693,-0.5641025641025641,-0.5512820512820513,-0.0064102564102563875,0.0064102564102564985,0.576923076923077,0.6538461538461539,0.6538461538461539
2019-07-30,1429.699951171875,215581,29868,185713,0.8717948717948718,0.25,0.8653846153846154,0.0067600702422212,0.0145472613612798,0.017869839115914,0.0803233525742732,0.03205128205128205,0.03205128205128205,0.3076923076923077,0.7243589743589745,0.5769230769230769,-0.0064102564102563875,0.1538461538461539,-0.2692307692307693,-0.532051282051282,-0.5769230769230769,0.02564102564102566,0.012820512820512886,0.33333333333333337,0.6794871794871795,0.6474358974358976
2019-08-06,1472.4000244140625,248687,21854,226833,0.935897435897436,0.1282051282051282,0.9423076923076924,0.0298664577887044,0.0368284273834635,0.0535957240887745,0.1100723743310361,0.11538461538461553,0.11538461538461553,0.30128205128205143,0.5000000000000001,0.5897435897435899,-0.1217948717948718,-0.044871794871794796,-0.2243589743589744,-0.5897435897435898,-0.6794871794871795,0.10897435897435903,0.10256410256410264,0.3205128205128206,0.5833333333333335,0.6730769230769231
2019-08-13,1502.199951171875,245631,22020,223611,0.9294871794871796,0.1346153846153846,0.9423076923076924,0.0202390153923497,0.0507099408799547,0.0659948930048304,0.1155502587308694,0.05769230769230782,0.08974358974358987,0.1987179487179489,0.6730769230769232,0.5961538461538463,-0.11538461538461539,-0.12179487179487178,-0.21794871794871798,-0.6923076923076923,-0.6602564102564102,0.07692307692307698,0.10256410256410264,0.23076923076923084,0.7371794871794873,0.6794871794871796
2019-08-20,1504.5999755859375,249696,19850,229846,0.9487179487179488,0.0833333333333333,0.9551282051282052,0.0015976730742071,0.0218690237964978,0.0595028529347978,0.0633966708771678,0.012820512820512775,0.1282051282051283,0.14743589743589747,0.653846153846154,0.41025641025641035,-0.04487179487179489,-0.16666666666666669,-0.1282051282051282,-0.685897435897436,-0.6794871794871795,0.012820512820512775,0.1217948717948718,0.1282051282051283,0.6987179487179488,0.5384615384615385
2019-08-27,1541.0,258269,31553,226716,0.967948717948718,0.2884615384615384,0.9487179487179488,0.0241924930245245,0.0258288177934347,0.0778485364966936,0.0971095164352131,0.038461538461538325,0.09615384615384615,0.1282051282051282,0.40384615384615385,0.5064102564102564,0.15384615384615377,0.03846153846153838,0.1923076923076923,-0.2307692307692309,-0.4166666666666668,0.0064102564102563875,0.08333333333333337,0.09615384615384626,0.41666666666666674,0.5448717948717949
2019-09-03,1545.9000244140625,265175,33549,231626,0.9743589743589745,0.3076923076923077,0.967948717948718,0.0031797692498782,0.0274491888198,0.0499184995797925,0.1061896417989713,0.02564102564102566,0.038461538461538436,0.15384615384615397,0.33974358974358987,0.6987179487179489,0.2243589743589744,0.17948717948717952,0.13461538461538472,-0.04487179487179488,-0.5192307692307692,0.012820512820512775,0.02564102564102555,0.1282051282051282,0.34615384615384615,0.75
2019-09-10,1490.300048828125,239475,33294,206181,0.9230769230769232,0.3012820512820512,0.9166666666666666,-0.0359660875269158,-0.032900682136194,-0.0079216500669346,0.0575504544893066,-0.04487179487179471,-0.0064102564102563875,0.08333333333333348,0.1923076923076925,0.653846153846154,0.01282051282051283,0.1666666666666666,0.04487179487179482,-0.05128205128205138,-0.5576923076923077,-0.03205128205128216,-0.025641025641025772,0.07692307692307687,0.20512820512820507,0.7243589743589743
