date,gold_close,mm_net_percentile_52w,mm_net_percentile_104w,mm_net_percentile_156w,mm_net_percentile_260w,mm_net_percentile_full_history,producer_net_percentile_52w,producer_net_percentile_104w,producer_net_percentile_156w,producer_net_percentile_260w,producer_net_percentile_full_history,oi_percentile_52w,oi_percentile_104w,oi_percentile_156w,oi_percentile_260w,oi_percentile_full_history,mm_net_zscore_52w,mm_net_zscore_104w,mm_net_zscore_156w,mm_net_zscore_260w,producer_net_zscore_52w,producer_net_zscore_104w,producer_net_zscore_156w,producer_net_zscore_260w,oi_zscore_52w,oi_zscore_104w,oi_zscore_156w,oi_zscore_260w,gold_return_1w,gold_return_2w,gold_return_4w,gold_return_8w
2009-09-01,954.7000122070312,,,,,0.7025171624713958,,,,,0.2929061784897025,,,,,0.05606407322654462,,,,,,,,,,,,,0.045249828904017075,0.05268669440643192,0.04022202041260603,0.08379589184240555
2009-09-08,997.9000244140624,,,,,0.8421052631578947,,,,,0.05148741418764302,,,,,0.3718535469107552,,,,,,,,,,,,,0.007114916737382071,0.016334289401926494,0.04078559993599851,0.08658184417301129
2009-09-15,1005.0,,,,,0.897025171624714,,,,,0.03775743707093822,,,,,0.45423340961098396,,,,,,,,,,,,,0.009154241002021113,-0.011840820312499889,0.05890542405161692,0.09532343166977619
2009-09-22,1014.2000122070312,,,,,0.9016018306636155,,,,,0.05835240274599542,,,,,0.4496567505720824,,,,,,,,,,,,,-0.02080461089245822,0.024058334732030673,0.042989584003469306,0.1228554872031089
2009-09-29,993.0999755859376,,,,,0.8672768878718535,,,,,0.08810068649885583,,,,,0.38558352402745993,,,,,,,,,,,,,0.04581613243234095,0.07159397576662685,0.04188901078302121,0.17359785384381343
2009-10-06,1038.5999755859375,,,,,0.9187643020594966,,,,,0.06292906178489703,,,,,0.5423340961098398,,,,,,,,,,,,,0.024648542449170474,0.01848649498701893,0.04400161208978015,0.15453495452804367
2009-10-13,1064.199951171875,,,,,0.9679633867276888,,,,,0.016018306636155607,,,,,0.6556064073226545,,,,,,,,,,,,,-0.006013815671296108,-0.027720354588923968,0.03439212491594912,0.07385839246628145
2009-10-20,1057.800048828125,,,,,0.9691075514874142,,,,,0.019450800915331808,,,,,0.6922196796338673,,,,,,,,,,,,,-0.02183786782940811,0.025051993549591645,0.0765740180195067,0.06107011968613918
2009-10-27,1034.699951171875,,,,,0.9256292906178489,,,,,0.05491990846681922,,,,,0.6155606407322655,,,,,,,,,,,,,0.04793669662405442,0.0638833485798338,0.1264135063309746,0.04957963781676411
2009-11-03,1084.300048828125,,,,,0.948512585812357,,,,,0.034324942791762014,,,,,0.5926773455377574,,,,,,,,,,,,,0.01521719012909073,0.050262840123360464,0.10587468559268665,0.011712580097732905
2009-11-09,1100.800048828125,,,,,0.9416475972540046,,,,,0.03318077803203661,,,,,0.7814645308924485,,,,,,,,,,,,,0.03452034730599207,0.05877538908247004,0.03815406807504407,0.015715775790734687
2009-11-17,1138.800048828125,,,,,0.9382151029748284,,,,,0.02745995423340961,,,,,0.7940503432494279,,,,,,,,,,,,,0.023445688467743198,0.052950407597772475,-0.014401144811100774,-0.008693382498753843
2009-11-24,1165.5,,,,,0.959954233409611,,,,,0.013729977116704805,,,,,0.7391304347826086,,,,,,,,,,,,,0.028828807881542184,-0.01947657758204635,-0.06821106821106826,-0.02213646403099523
2009-12-01,1199.0999755859375,,,,,0.9462242562929062,,,,,0.043478260869565216,,,,,0.7414187643020596,,,,,,,,,,,,,-0.04695182045208668,-0.06396460072847199,-0.08514717510193137,-0.08439659180413528
2009-12-08,1142.800048828125,,,,,0.9130434782608695,,,,,0.03546910755148741,,,,,0.6636155606407322,,,,,,,,,,,,,-0.017850913145288638,-0.04970252572737477,-0.02161364384567188,-0.02222613171928789
2009-12-15,1122.4000244140625,,,,,0.9153318077803204,,,,,0.02631578947368421,,,,,0.6567505720823799,,,,,,,,,,,,,-0.032430527104687745,-0.022630099662838465,0.0057911616701837865,-0.040716386536114646
2009-12-22,1086.0,,,,,0.8993135011441648,,,,,0.04004576659038902,,,,,0.6235697940503433,,,,,,,,,,,,,0.01012891344383049,0.029557988569003157,0.049447468850713605,0.030663028386855418
2009-12-29,1097.0,,,,,0.8752860411899314,,,,,0.07551487414187644,,,,,0.5778032036613272,,,,,,,,,,,,,0.019234253040963933,0.029079329456757064,0.000820441580731579,0.0051959445504785595
2010-01-05,1118.0999755859375,,,,,0.8546910755148741,,,,,0.06979405034324943,,,,,0.6773455377574371,,,,,,,,,,,,,0.009659287240808112,0.01931846530505288,-0.0006260184126273272,0.016814282477980447
2010-01-12,1128.9000244140625,,,,,0.851258581235698,,,,,0.02288329519450801,,,,,0.7505720823798627,,,,,,,,,,,,,0.009566769885949844,-0.027460359048260274,-0.04623976624438564,-0.006112166059739299
2010-01-19,1139.699951171875,,,,,0.8592677345537757,,,,,0.04233409610983982,,,,,0.7734553775743707,,,,,,,,,,,,,-0.03667625563625976,-0.0195664891754036,-0.017899362303889,-0.015354918618717073
2010-01-26,1097.9000244140625,,,,,0.7906178489702517,,,,,0.12356979405034325,,,,,0.6739130434782609,,,,,,,,,,,,,0.017761180040420266,-0.01930965731920964,0.004371916068017345,0.005100624338656212
2010-02-02,1117.4000244140625,,,,,0.8146453089244852,,,,,0.16018306636155608,,,,,0.522883295194508,,,,,,,,,,,,,-0.036423905810749946,0.0017003976844003343,0.017451225679205873,-0.011544678836772904
2010-02-09,1076.699951171875,,,,,0.717391304347826,,,,,0.2391304347826087,,,,,0.4473684210526316,,,,,,,,,,,,,0.039565431028286246,0.024147860294506218,0.04207304809368728,0.05423983195178961
2010-02-16,1119.300048828125,,,,,0.7356979405034325,,,,,0.2894736842105263,,,,,0.4416475972540046,,,,,,,,,,,,,-0.014830784358161875,0.015724090787241796,0.002590817669297918,0.02992941886768752
2010-02-23,1102.699951171875,,,,,0.7574370709382151,,,,,0.19221967963386727,,,,,0.4439359267734554,,,,,,,,,,,,,0.031014849693102864,0.017502538934198952,0.0007255362868880955,0.03255647592612143
2010-03-02,1136.9000244140625,,,,,0.8043478260869565,,,,,0.16933638443935928,,,,,0.534324942791762,,,,,,,,,,,,,-0.01310583524856701,-0.01292996123363055,-0.0284985695472747,0.02181363904059541
2010-03-09,1122.0,,,,,0.7917620137299771,,,,,0.17620137299771166,,,,,0.5915331807780321,,,,,,,,,,,,,0.00017820960060155322,-0.01648841354723707,0.011675557563224137,0.0415329550676804
2010-03-16,1122.199951171875,,,,,0.7803203661327232,,,,,0.2471395881006865,,,,,0.6064073226544623,,,,,,,,,,,,,-0.016663653524799482,-0.015772546731437243,0.027267954899031555,0.08706119897809894
2010-03-23,1103.5,,,,,0.7231121281464531,,,,,0.3169336384439359,,,,,0.5995423340961098,,,,,,,,,,,,,0.0009062075215224841,0.02863613555590172,0.03180786188123008,0.10040783763309924
2010-03-30,1104.5,,,,,0.6876430205949656,,,,,0.33752860411899316,,,,,0.4450800915331808,,,,,,,,,,,,,0.027704821716557193,0.04373023886656857,0.05178809522125394,0.08447265625
2010-04-06,1135.0999755859375,,,,,0.7940503432494279,,,,,0.2036613272311213,,,,,0.6132723112128147,,,,,,,,,,,,,0.01559340465411485,0.0030834288391146103,0.029512818888668635,0.07902394077304464
