mm_feature,gold_horizon,lag_weeks,correlation,rank_correlation,sample_count,interpretation
mm_net_velocity_4w,2W,2,-0.04818938544203821,-0.05248878345044901,818,weak_historical_structure_relationship
mm_net_velocity_4w,2W,4,0.002809870762472612,-0.006857841696066959,816,weak_historical_structure_relationship
mm_net_velocity_4w,2W,8,-0.04745748684180188,-0.04199804395675993,812,weak_historical_structure_relationship
mm_net_velocity_4w,4W,-8,-0.09091075578059273,-0.11031117226064278,820,mm_structure_feature_lags_or_confirms_gold_8w_negative_historical_alignment
mm_net_velocity_4w,4W,-4,-0.17696460462167649,-0.19236367021945222,820,mm_structure_feature_lags_or_confirms_gold_4w_negative_historical_alignment
mm_net_velocity_4w,4W,-2,0.1805874423869772,0.19638081347263037,820,mm_structure_feature_lags_or_confirms_gold_2w_positive_historical_alignment
mm_net_velocity_4w,4W,0,0.4973702714998448,0.5792169954897226,820,same_week_positive_historical_alignment
mm_net_velocity_4w,4W,2,0.20984896970450725,0.242092261499953,818,mm_structure_feature_leads_gold_2w_positive_historical_alignment
mm_net_velocity_4w,4W,4,-0.03105397524313835,-0.03989530492802115,816,weak_historical_structure_relationship
mm_net_velocity_4w,4W,8,0.014185109505320937,0.04471019267189974,812,weak_historical_structure_relationship
mm_net_velocity_4w,8W,-8,-0.1617647141161983,-0.19332534960520126,820,mm_structure_feature_lags_or_confirms_gold_8w_negative_historical_alignment
mm_net_velocity_4w,8W,-4,-0.19095926211938863,-0.2080622493527068,820,mm_structure_feature_lags_or_confirms_gold_4w_negative_historical_alignment
mm_net_velocity_4w,8W,-2,0.023114792255503603,0.045770223444432344,820,weak_historical_structure_relationship
mm_net_velocity_4w,8W,0,0.22434957078694218,0.28439259608658496,820,same_week_positive_historical_alignment
mm_net_velocity_4w,8W,2,0.2779169585487366,0.32009622086232614,818,mm_structure_feature_leads_gold_2w_positive_historical_alignment
mm_net_velocity_4w,8W,4,0.3353662478690187,0.3640141815705537,816,mm_structure_feature_leads_gold_4w_positive_historical_alignment
mm_net_velocity_4w,8W,8,-0.012497915164085532,0.01953518116125434,812,weak_historical_structure_relationship
mm_net_velocity_8w,1W,-8,-0.06557241986627278,-0.07841546510722085,816,weak_historical_structure_relationship
mm_net_velocity_8w,1W,-4,0.1381034736984406,0.1591464772238738,816,mm_structure_feature_lags_or_confirms_gold_4w_positive_historical_alignment
mm_net_velocity_8w,1W,-2,0.1731305031847866,0.21946118394508252,816,mm_structure_feature_lags_or_confirms_gold_2w_positive_historical_alignment
mm_net_velocity_8w,1W,0,0.16944982817384097,0.2171175768603428,816,same_week_positive_historical_alignment
mm_net_velocity_8w,1W,2,0.002036729982841363,0.021939675742917938,814,weak_historical_structure_relationship
mm_net_velocity_8w,1W,4,-0.03469431860008774,-0.034113800643897706,812,weak_historical_structure_relationship
mm_net_velocity_8w,1W,8,-0.057550735321706174,-0.07418756536085165,808,weak_historical_structure_relationship
mm_net_velocity_8w,2W,-8,-0.12269742558901245,-0.1271795582078556,816,mm_structure_feature_lags_or_confirms_gold_8w_negative_historical_alignment
mm_net_velocity_8w,2W,-4,0.18533190815677625,0.2141466432277562,816,mm_structure_feature_lags_or_confirms_gold_4w_positive_historical_alignment
mm_net_velocity_8w,2W,-2,0.23992838351338805,0.27778691611143386,816,mm_structure_feature_lags_or_confirms_gold_2w_positive_historical_alignment
mm_net_velocity_8w,2W,0,0.2660660884405489,0.31363023348843433,816,same_week_positive_historical_alignment
mm_net_velocity_8w,2W,2,0.012368388704145571,0.023887869200016006,814,weak_historical_structure_relationship
mm_net_velocity_8w,2W,4,-0.034789924500305804,-0.032627380891611005,812,weak_historical_structure_relationship
mm_net_velocity_8w,2W,8,-0.07836386219207535,-0.08428649599518091,808,weak_historical_structure_relationship
mm_net_velocity_8w,4W,-8,-0.2061108007101111,-0.2029644105801019,816,mm_structure_feature_lags_or_confirms_gold_8w_negative_historical_alignment
mm_net_velocity_8w,4W,-4,0.2479497047750335,0.25644911165884676,816,mm_structure_feature_lags_or_confirms_gold_4w_positive_historical_alignment
mm_net_velocity_8w,4W,-2,0.3027447236985592,0.3370969153270764,816,mm_structure_feature_lags_or_confirms_gold_2w_positive_historical_alignment
mm_net_velocity_8w,4W,0,0.3623403517786889,0.4083700697978245,816,same_week_positive_historical_alignment
mm_net_velocity_8w,4W,2,0.19997460557027308,0.22939862818502432,814,mm_structure_feature_leads_gold_2w_positive_historical_alignment
mm_net_velocity_8w,4W,4,-0.015016466870347992,0.001555555294092407,812,weak_historical_structure_relationship
mm_net_velocity_8w,4W,8,-0.08489752580528763,-0.07077451100396917,808,weak_historical_structure_relationship
mm_net_velocity_8w,8W,-8,-0.2709388645067394,-0.28945658351866355,816,mm_structure_feature_lags_or_confirms_gold_8w_negative_historical_alignment
mm_net_velocity_8w,8W,-4,0.027080590561128996,0.05715269733771746,816,weak_historical_structure_relationship
mm_net_velocity_8w,8W,-2,0.23302633816013169,0.27524592776496665,816,mm_structure_feature_lags_or_confirms_gold_2w_positive_historical_alignment
mm_net_velocity_8w,8W,0,0.43327037330962764,0.4861999727038391,816,same_week_positive_historical_alignment
mm_net_velocity_8w,8W,2,0.3602769301625178,0.4112474125621379,814,mm_structure_feature_leads_gold_2w_positive_historical_alignment
mm_net_velocity_8w,8W,4,0.2496636018285582,0.28606184779413885,812,mm_structure_feature_leads_gold_4w_positive_historical_alignment
mm_net_velocity_8w,8W,8,-0.07142444353484945,-0.04316966094021135,808,weak_historical_structure_relationship
mm_net_velocity_12w,1W,-8,0.08649287882874272,0.09665135633466343,812,weak_historical_structure_relationship
mm_net_velocity_12w,1W,-4,0.13163491100333655,0.1437243570323335,812,mm_structure_feature_lags_or_confirms_gold_4w_positive_historical_alignment
mm_net_velocity_12w,1W,-2,0.17829256621957096,0.20950195483329584,812,mm_structure_feature_lags_or_confirms_gold_2w_positive_historical_alignment
mm_net_velocity_12w,1W,0,0.11413247556869581,0.15785880004224684,812,same_week_positive_historical_alignment
mm_net_velocity_12w,1W,2,-0.04659413253533362,-0.03333962194999234,810,weak_historical_structure_relationship
