mm_structure_state,count,avg_forward_return_1w,median_forward_return_1w,win_rate_1w,avg_forward_return_2w,median_forward_return_2w,win_rate_2w,avg_forward_return_4w,median_forward_return_4w,win_rate_4w,avg_forward_return_8w,median_forward_return_8w,win_rate_8w,best_return_8w,worst_return_8w
MM_STRUCTURE_ACCUMULATION,184,0.004914166877774877,0.00584792747478465,0.6467391304347826,0.01101120042019379,0.0125263829348886,0.6956521739130435,0.021035418569219647,0.023520551920794303,0.7336956521739131,0.03937973642503049,0.037642712426837505,0.842391304347826,0.1423287258562418,-0.1351957658134761
MM_STRUCTURE_SHORT_COVERING_RALLY,54,0.0005587789768567763,0.00246879433005985,0.5925925925925926,0.00011604123569188484,-0.0017908193688527,0.46296296296296297,-0.006967743030560105,-0.00754168549447735,0.4074074074074074,-0.006612902593125454,-0.0051530537106286994,0.35185185185185186,0.0816615328449514,-0.1192157239988763
MM_STRUCTURE_LONG_LIQUIDATION,292,-0.0026818538252963166,-0.0035484510008129003,0.4315068493150685,-0.005913946669003085,-0.0067568372192380495,0.3938356164383562,-0.009668423122905678,-0.0115301926796567,0.3527397260273973,-0.014620953298847796,-0.0230957377422657,0.2808219178082192,0.2490795911429133,-0.1417529499061852
MM_STRUCTURE_SHORT_BUILDING,39,-0.00405140258717261,-0.0015477959853739,0.38461538461538464,-0.0062343328774145,-0.0076238881829733,0.3076923076923077,-0.011696738745880227,-0.0189263680160849,0.2564102564102564,-0.02209334650476233,-0.0255491880204128,0.15384615384615385,0.1173681792700243,-0.1366085933886819
MM_STRUCTURE_CROWDED_LONG,156,0.005470014404896891,0.00778209151164835,0.6153846153846154,0.0118810644594397,0.012683973801438101,0.6666666666666666,0.0258807599770448,0.024927949196190152,0.7884615384615384,0.04678344501675191,0.04504741468726975,0.8205128205128205,0.1791862139719482,-0.0721954831543872
MM_STRUCTURE_LOW_PARTICIPATION,46,0.00025259834140962885,0.0001707376837592,0.5,0.0007249732366894877,-0.0003293011060420266,0.5,0.006312799921401696,0.0013166602626355,0.5217391304347826,0.025338718765957585,0.0096129706585562,0.5217391304347826,0.2133711803970932,-0.1339790371346169
MM_STRUCTURE_NEUTRAL,105,0.008274943905638312,0.009423952127070551,0.7307692307692307,0.014296319903581987,0.0175025389341989,0.6893203883495146,0.022612894507881124,0.02911875970433,0.7326732673267327,0.03543113500335866,0.0286094477711245,0.6494845360824743,0.2391145624670039,-0.125500058177683
