window,historical_start_date,historical_end_date,similarity_score,current_path,historical_path,historical_gold_return_1w,historical_gold_return_2w,historical_gold_return_4w,historical_gold_return_8w
4W,2012-01-31,2012-02-28,96.01151741805334,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[17.3228, 25.7812, 20.155, 30.7692, 45.0382]",0.0170166893344196,0.0414359663000858,0.028311629525533,0.1170844874321066
4W,2019-05-07,2019-06-04,95.81014694944997,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[18.5897, 35.8974, 20.5128, 25.641, 53.2051]",0.0367411080407853,0.0404088242248918,0.0310868908563011,0.0152666086797563
4W,2021-04-13,2021-05-11,95.43083084938479,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[37.1795, 39.1026, 35.2564, 36.5385, 44.8718]",0.0338438866614505,0.0325646931462668,0.051368729670385,0.0608459784546531
4W,2013-10-01,2013-10-29,94.29878072674256,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[17.9487, 23.7179, 13.4615, 21.7949, 33.3333]",0.0020111368133146,0.0567163795537117,0.0460341766499805,-0.0473088164505134
4W,2020-09-29,2020-10-27,94.23962474019476,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[40.3846, 41.0256, 38.4615, 40.3846, 46.7949]",-0.0008375081477651,0.0107492977644294,0.0076545423777876,-0.030179810902029
4W,2019-01-22,2019-02-19,93.69460587001961,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[17.9487, 21.7949, 26.9231, 26.2821, 41.6667]",0.0236022193450309,0.0197078263402517,0.0449122616654482,0.057278087247288
4W,2021-09-28,2021-10-26,93.65966795618607,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[15.3846, 26.9231, 28.2051, 26.9231, 42.3077]",0.0129965534466842,0.0195642958473878,0.0327802170429505,-0.0122865282799586
4W,2020-11-10,2020-12-08,93.45445732567153,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[37.1795, 41.0256, 40.3846, 41.0256, 48.0769]",0.0312552086463009,0.0365691479468068,-0.0024527970171989,-0.0093724920158194
4W,2021-12-28,2022-01-25,93.3697824112851,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[36.5385, 31.4103, 27.5641, 26.9231, 53.8462]",0.022292060506136,0.018750674168986,0.0234780693549829,0.0445985434566809
4W,2021-03-09,2021-04-06,93.35639626344447,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[25.641, 30.1282, 32.6923, 32.6923, 39.1026]",0.0342062917933505,0.0097408530780731,0.014505432114761,-0.0511088357939172
4W,2012-08-28,2012-09-25,92.2356550525136,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[17.9487, 21.7949, 27.5641, 32.6923, 42.9487]",-0.0026012076014654,0.0184778837612655,0.0583858678836632,0.0951878601851132
4W,2022-12-27,2023-01-24,91.76251154654219,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[26.2821, 28.8462, 33.9744, 39.7436, 47.4359]",0.0139996192983236,0.0332870536657392,0.0656270511249128,0.1060970014926454
4W,2022-12-20,2023-01-17,91.6527088274675,"[26.9231, 31.4103, 26.2821, 30.1282, 42.9487]","[18.5897, 26.2821, 28.8462, 33.9744, 39.7436]",0.0190211455708062,0.0366907657724309,0.0502780580044721,0.0971638368517644
